site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,2,12,2011,2011,302,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,14,12,2011,2011,301,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,17,12,2013,2013,234,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,17,12,2014,2014,243,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,13,1,2016,2015,157,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,18,1,2017,2016,258,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,15,1,2019,2018,32,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Return Point,RETU,48.2,-46.033,-60.627,chinstrap penguin,4,1,1984,1983,15600,4,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
Rhyolite Island,RHYO,48.1,-68.571,-69.649,adelie penguin,20,12,1948,1948,7,1,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Rhyolite Island,RHYO,48.1,-68.571,-69.649,adelie penguin,,,1948,1948,12,1,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Rhyolite Island,RHYO,48.1,-68.571,-69.649,adelie penguin,,,1989,1989,35,1,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Rhyolite Island,RHYO,48.1,-68.571,-69.649,adelie penguin,6,2,2011,2010,36,5,nests,vhr,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
Ridley Island,RIDL,48.1,-58.016,-61.85,chinstrap penguin,,,1980,1980,4035,2,nests,ground,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""17--30""  </sub>title [1] ""{Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionking"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Ridley Island,RIDL,48.1,-58.016,-61.85,macaroni penguin,,,1980,1980,1,1,nests,ground,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""17--30""  </sub>title [1] ""{Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionking"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Riiser-Larsen,RIIS,48.6,-15.106,-72.124,emperor penguin,,,1986,1986,5900,2,chicks,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Riiser-Larsen,RIIS,48.6,-15.106,-72.124,emperor penguin,27,10,2009,2009,4013,2,adults,vhr,"</sub>author  [1] ""Peter T. Fretwell"" ""Michelle A. LaRue"" ""Paul Morin""        ""Gerald L. Kooyman"" ""Barbara Wienecke""  ""Norman Ratcliffe""   [7] ""Adrian J. Fox""     ""Andrew H. Fleming"" ""Claire Porter""     ""Philip N. Trathan""  </sub>doi [1] ""10.1371/journal.pone.0033751""  </sub>journal [1] ""PLOS One""  </sub>number [1] ""4""  </sub>pages [1] ""e33751""  </sub>title [1] ""{An emperor penguin population estimate: The first global  synoptic survey of a species from space}""  </sub>volume [1] ""7""  </sub>year [1] ""2012""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1371/journal.pone.0033751""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""fretwell2012emperor"" attr( ""dateobj"") [1] ""2012-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,11,2,1987,1986,5000,4,adults,offshore vessel,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15,12,2012,2012,2780,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,5,12,2014,2014,3283,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,17,12,2014,2014,3292,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15,12,2016,2016,2889,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,9,1,2013,2012,711,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2012,2012,916,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2012,2012,902,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchunpublished"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,5,12,2014,2014,1054,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,17,12,2014,2014,910,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2016,2016,917,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Cape Roca,ROCA,48.2,-44.817,-60.75,chinstrap penguin,28,12,1983,1983,4200,4,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
Cape Roca,ROCA,48.2,-44.817,-60.75,chinstrap penguin,23,1,2020,2019,5000,5,nests,vhr,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Rockpepper Island,ROCK,48.1,-55.715,-63.144,adelie penguin,21,12,2015,2015,1360,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchunpublished"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,,,1964,1964,11700,3,chicks,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""G. Wilson""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>series [1] ""{BIOMASS Scientific Series}""  </sub>title [1] ""{Distribution and abundance of Antarctic and sub-Antarctic penguins: A synthesis of current knowledge}""  </sub>volume [1] ""4""  </sub>year [1] ""1983""  </sub>`bdsk-url-1` [1] ""http://www.birds.scar.org/activities/meetings/BIOMASS_Scientific_Survey_04_Wilson_Penguins.pdf""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""wilson1983distribution"" attr( ""dateobj"") [1] ""1983-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,,,1983,1983,3851,2,chicks,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,,,2007,2007,10414,2,chicks,ground,"</sub>author [1] ""Gerald L. Kooyman"" ""P. J. Ponganis""     </sub>doi [1] ""10.1017/S0954102016000559""  </sub>journal [1] ""Antarctic Science""  </sub>pages [1] ""1--8""  </sub>title [1] ""{Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012}""  </sub>volume [1] ""28""  </sub>year [1] ""2016""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org//10.1017/S0954102016000559""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""kooyman2016emperor"" attr( ""dateobj"") [1] ""2016-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,,,2007,2007,4339,1,adults,ground,"</sub>author [1] ""Gerald L. Kooyman"" ""P. J. Ponganis""     </sub>doi [1] ""10.1017/S0954102016000559""  </sub>journal [1] ""Antarctic Science""  </sub>pages [1] ""1--8""  </sub>title [1] ""{Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012}""  </sub>volume [1] ""28""  </sub>year [1] ""2016""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org//10.1017/S0954102016000559""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""kooyman2016emperor"" attr( ""dateobj"") [1] ""2016-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,,,2008,2008,10088,2,chicks,ground,"</sub>author [1] ""Gerald L. Kooyman"" ""P. J. Ponganis""     </sub>doi [1] ""10.1017/S0954102016000559""  </sub>journal [1] ""Antarctic Science""  </sub>pages [1] ""1--8""  </sub>title [1] ""{Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012}""  </sub>volume [1] ""28""  </sub>year [1] ""2016""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org//10.1017/S0954102016000559""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""kooyman2016emperor"" attr( ""dateobj"") [1] ""2016-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,,,2008,2008,5934,1,adults,ground,"</sub>author [1] ""Gerald L. Kooyman"" ""P. J. Ponganis""     </sub>doi [1] ""10.1017/S0954102016000559""  </sub>journal [1] ""Antarctic Science""  </sub>pages [1] ""1--8""  </sub>title [1] ""{Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012}""  </sub>volume [1] ""28""  </sub>year [1] ""2016""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org//10.1017/S0954102016000559""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""kooyman2016emperor"" attr( ""dateobj"") [1] ""2016-01-01 CST"""
Cape Roget,ROGE,88.1,170.597,-71.988,emperor penguin,16,10,2009,2009,9505,2,adults,vhr,"</sub>author  [1] ""Peter T. Fretwell"" ""Michelle A. LaRue"" ""Paul Morin""        ""Gerald L. Kooyman"" ""Barbara Wienecke""  ""Norman Ratcliffe""   [7] ""Adrian J. Fox""     ""Andrew H. Fleming"" ""Claire Porter""     ""Philip N. Trathan""  </sub>doi [1] ""10.1371/journal.pone.0033751""  </sub>journal [1] ""PLOS One""  </sub>number [1] ""4""  </sub>pages [1] ""e33751""  </sub>title [1] ""{An emperor penguin population estimate: The first global  synoptic survey of a species from space}""  </sub>volume [1] ""7""  </sub>year [1] ""2012""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1371/journal.pone.0033751""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""fretwell2012emperor"" attr( ""dateobj"") [1] ""2012-01-01 CST"""
